__time,/mavros/local_position/pose/header/stamp/nanosec,/mavros/local_position/pose/header/stamp/sec,/mavros/local_position/pose/pose/orientation/w,/mavros/local_position/pose/pose/orientation/x,/mavros/local_position/pose/pose/orientation/y,/mavros/local_position/pose/pose/orientation/z,/mavros/local_position/pose/pose/position/x,/mavros/local_position/pose/pose/position/y,/mavros/local_position/pose/pose/position/z,/state_vector/data[0],/state_vector/data[1],/state_vector/data[2],/state_vector/data[3],/state_vector/data[4],/state_vector/data[5],/state_vector/data[6],/state_vector/data[7],/state_vector/data[8],/state_vector/data[9],/state_vector/layout/data_offset
1709381226.845105,,,,,,,,,,-0.800434113,0.222591087,0.003772971,-0.003273043,-0.847934723,0.249494761,-0.003210367,-0.006344650,9.199565887,9.152065277,0.000000000
1709381226.863058,,,,,,,,,,-0.791647911,0.222118378,0.003622676,-0.003273043,-0.838124275,0.249594167,-0.002902321,-0.006344650,9.208352089,9.161875725,0.000000000
1709381226.877140,776171774.000000000,1709380822.000000000,-0.919927672,0.000852855,0.001627972,-0.392083913,9.216144562,9.171463966,9.792579651,,,,,,,,,,,
1709381226.885864,,,,,,,,,,-0.783855438,0.220749259,0.003435833,-0.003206626,-0.828536034,0.249155819,-0.002479674,-0.006633413,9.216144562,9.171463966,0.000000000
1709381226.904390,,,,,,,,,,-0.783855438,0.220749259,0.003435833,-0.003136212,-0.828536034,0.249155819,-0.002479674,-0.006880356,9.216144562,9.171463966,0.000000000
1709381226.915709,812705018.000000000,1709380822.000000000,-0.919584976,0.000596827,0.001764043,-0.392886684,9.223826408,9.180883408,9.790887833,,,,,,,,,,,
1709381226.924883,,,,,,,,,,-0.776173592,0.219280556,0.003175183,-0.003136212,-0.819116592,0.248507828,-0.002361701,-0.006880356,9.223826408,9.180883408,0.000000000
1709381226.943799,,,,,,,,,,-0.776173592,0.219280556,0.003175183,-0.003046100,-0.819116592,0.248507828,-0.002361701,-0.007121491,9.223826408,9.180883408,0.000000000
1709381226.956172,853910565.000000000,1709380822.000000000,-0.919289948,0.000352679,0.001881564,-0.393576207,9.231396675,9.190140724,9.788002968,,,,,,,,,,,
1709381226.964316,,,,,,,,,,-0.768603325,0.217770100,0.002906804,-0.003046100,-0.809859276,0.247688621,-0.002178349,-0.007121491,9.231396675,9.190140724,0.000000000
1709381226.983257,,,,,,,,,,-0.768603325,0.217770100,0.002906804,-0.002954055,-0.809859276,0.247688621,-0.002178349,-0.007362011,9.231396675,9.190140724,0.000000000
1709381227.000347,898535248.000000000,1709380822.000000000,-0.919134511,0.000212893,0.001945035,-0.393939091,9.238906860,9.197955132,9.783174515,,,,,,,,,,,
1709381227.006043,,,,,,,,,,-0.761093140,0.216030002,0.002511210,-0.002954055,-0.802044868,0.246049494,-0.001628169,-0.007362011,9.238906860,9.197955132,0.000000000
1709381227.023761,,,,,,,,,,-0.761093140,0.216030002,0.002511210,-0.002822044,-0.802044868,0.246049494,-0.001628169,-0.007633179,9.238906860,9.197955132,0.000000000
1709381227.029744,927820824.000000000,1709380822.000000000,-0.918857100,-0.000037195,0.002048963,-0.394585202,9.248171806,9.206131935,9.775451660,,,,,,,,,,,
1709381227.045928,,,,,,,,,,-0.751828194,0.213577822,0.002297748,-0.002822044,-0.793868065,0.243097171,-0.001749371,-0.007633179,9.248171806,9.206131935,0.000000000
1709381227.063360,,,,,,,,,,-0.751828194,0.213577822,0.002297748,-0.002683629,-0.793868065,0.243097171,-0.001749371,-0.007877949,9.248171806,9.206131935,0.000000000
1709381227.068926,966859041.000000000,1709380822.000000000,-0.918632478,-0.000232324,0.002128059,-0.395107296,9.253632545,9.211072922,9.770908356,,,,,,,,,,,
1709381227.083606,,,,,,,,,,-0.746367455,0.212040961,0.002005316,-0.002683629,-0.788927078,0.241241425,-0.001657771,-0.007877949,9.253632545,9.211072922,0.000000000
1709381227.106920,,,,,,,,,,-0.746367455,0.212040961,0.002005316,-0.002526342,-0.788927078,0.241241425,-0.001657771,-0.008120108,9.253632545,9.211072922,0.000000000
1709381227.116583,8680579.000000000,1709380823.000000000,-0.918512908,-0.000330518,0.002166382,-0.395385002,9.260803223,9.217685699,9.766116142,,,,,,,,,,,
1709381227.126789,,,,,,,,,,-0.739196777,0.209783927,0.001631046,-0.002526342,-0.782314301,0.238574848,-0.001419118,-0.008120108,9.260803223,9.217685699,0.000000000
1709381227.143667,,,,,,,,,,-0.739196777,0.209783927,0.001631046,-0.002364771,-0.782314301,0.238574848,-0.001419118,-0.008342498,9.260803223,9.217685699,0.000000000
1709381227.150084,43339006.000000000,1709380823.000000000,-0.918354141,-0.000459224,0.002186444,-0.395753492,9.265536308,9.222946167,9.765982628,,,,,,,,,,,
1709381227.167118,,,,,,,,,,-0.734463692,0.207985431,0.001266042,-0.002364771,-0.777053833,0.236716583,-0.001299241,-0.008342498,9.265536308,9.222946167,0.000000000
1709381227.185252,,,,,,,,,,-0.734463692,0.207985431,0.001266042,-0.002181498,-0.777053833,0.236716583,-0.001299241,-0.008585057,9.265536308,9.222946167,0.000000000
